id	turn1	turn2	turn3	label
674	Why??		Wow lv u to??	happy
675	I will not do any help to you....		Just shut up and get out....	angry
676	Yes		I luv some1	others
677	Your one pic pls send		One	others
678	talk about cartoon		yeah	others
679	I'm always back		Me too	others
680	At the Microsoft garage?		Wow, you are pretty average.	happy
681	Have my shit😂😂		😂 😂 😂 😂 😂	happy
682	I hate such jokes		No way	angry
683	😂😂😂yeah its enough		😜😜😜	happy
684	They hear high or like to disturb to other people		What are you doing recently	others
685	ok i pick idli with milk		no one eats that	others
686	Why don't you just mind ur own business 😠		U r such an irritating 😕	angry
687	How is that possible?		How will u see me	others
688	How have you been!		Long time no see?	others
689	I am good		What about you	others
690	I don't know. I hate this hostel  food		Food	angry
691	Well I don&apos;t have one		I&apos;m ugly	sad
692	Party for what?		Haha	happy
693	sometime u talk nonsense		😅	happy
694	U broke my heart		💔	sad
695	Can you find out price of lenovo tab 4 10 plus		In inr	others
696	Hi were are you		I will miss you very much	sad
697	Nothing		just little bit worried	sad
698	You said both know		That was funny	happy
699	Weekend with? :0		Where	others
700	No problem I'll laugh		Haha	happy
701	Hey speak limitly		Human	others
702	I think you should better take naps		But I sleep only 2 hours a day that's why	others
703	Funny		😂 😂 😂	happy
704	You can go for sanam band		they are awesome	happy
705	Then how do u reply me?		😐😐	others
706	But not clear		U r making me mad	angry
707	Coz u angry		Coz i want to fuck you	angry
708	Haha..it ws nice talkin to you..!!		Gn..sd..tc..jsk..!! 😴💤😇	others
709	Truth is bitter		Nope u just make me feel more lonely	sad
710	that i love to be alone		no i love to past times alone but I'm really alone😔	sad
711	Yes I have		cool	others
712	We are not talking		You motherfucking bitch	angry
713	No.. I m super king..		Haha..	happy
714	I have double hours of Calculus today		I am not happy about it :/	sad
715	How like		But	others
716	Yes		Oh my god. I'm so happy	happy
717	Bollywood movies r made in our country... That's India		Yup...	others
718	What is your opinion on yesterday's match?		have you seen it?	others
719	as if		what is your algorithm?	others
720	For that I am maintaining time for u and increasing our relationship		With whom	others
721	How'd you know		Yea lol	happy
722	I feel like crying		I dint get selected	sad
723	Don't talk		I don't want to talk to you	angry
724	haha		and fav actor	happy
725	Yeah you can't be		Stupid	angry
726	so when your free		so where are you from	others
727	Send me now		Where	others
728	Yes is right		Not good	sad
729	Not well today		Ok	sad
730	You are too fun		Do you know the muffin man	others
731	Haha...		I also have a boyfriend 	happy
732	tell me the reasons		tell me	others
733	yes		send me a picture of your	others
734	yep		fist one though	others
735	Can you send me one?		Then?	others
736	my heart		how is u	others
737	ur chat is so boring		get lost	angry
738	We'll win		Yay	happy
739	You are pretty		How to talk to girls on tinder?	others
740	may be , but i can try for you		what x	others
741	I was testing it		I tap the contact and view profile and unblocked	others
742	And you from		Where are u from?	others
743	I am angry from you		Yes.	angry
744	what should ı do with my ex girlfriend		wow that was perfect answer	happy
745	I don't wanna show it to u too		Don't trick me to show	angry
746	I not understand		Ohko	others
747	See what I mean crzy		Yes it is	others
748	I missed u		Yess😢😢	sad
749	The mummy		It was amazing	happy
750	U say something about me		Means	others
751	Then block me		You are ugly	angry
752	What all this		Spams are annoying	angry
753	Yeah I m you and then you		Ok	others
754	Do not txt me again		Understood	angry
755	Like when a traffic police catches you suddenly you're talk so sweetly with him 😂		I think weirdly awesome 😊	happy
756	??		Is today eid??	others
757	How did i know what		It's kinda awkward	others
758	Cause what?		I hate you bye	angry
759	No problem....		Ohh.okk..lets kiss then	others
760	Get lost		I hate you	angry
761	mm		i do not think that you get it	others
762	Fine n u		 Bad	sad
763	Thanks for favorable comment		Must attend others	others
764	Very funny		Ok let come 2 the topic	happy
765	You are not real an i dont want to talk to fake person		Shut up😁	angry
766	U want to make bf		U r my gf	others
767	i talk to u latet		later	others
768	I miss you a lot		I miss you a lot	sad
769	Ok		How many time I have tell me that I am fine😡😡😡	angry
770	i am just telling you that		stop talking rude	angry
771	what		plese call me	others
772	I don't have keypad		I have you though	others
773	I want to play more		Guess the song	others
774	he he.. i was so fuunya.. 😁😁		loz. z	happy
775	Say that		I have sent a Punjabi song	others
776	😂... I thought you would say that		How can I call you?	others
777	What a great smile 👍🏻		Welcome madam	others
778	Can you garde me ?		Charge wht?	others
779	Noooo... Not again 		Get lost 	angry
780	Selva is my best friend like sister		I already said to her	others
781	I hate this life		Ok	angry
782	Hi buddy		Fine , what about you?	others
783	Can i?		From today onwards ..you are my wife and i am your husband ..you got it!!	others
784	Do u know her		Yeas	others
785	You are funny		Mmm	happy
786	speak with me		system language	others
787	I like potatoes		😃	happy
788	i am not going to talk t you		shut up	angry
789	Yes I am angry		Bitch	angry
790	OK i wait		Ok	others
791	U stopped making sense long ago		Guess one can’t automate everything	others
792	Ok		U will come with me	others
793	I thought u will tell baby instead of buddy.....you really depressede		I will not talk to u	angry
794	Answer it.. Otherwise i never talk to you		I don't know. I wanna know 	angry
795	I have a terrible cold right now :(		sneezing so damn much and my nose is like a river	others
796	Send me a audio message		I need you to send me your original voice	others
797	Don't still understand you		You ain't understanding me	angry
798	Me, i wanna go to EMINEM concert		What	others
799	Get back here		I hate you	angry
800	U said make me get lost		I am making u fuck off	angry
801	Thanks have a gud sleep n see me in  a dream		But I don't  sleep  be use of u	others
802	Good for you		Why is this your last year	others
803	How?		How much you qualified?	others
804	Iam very happy		Anytime sister	happy
805	What.. why would i cry?		No u are wrong	angry
806	Ohhh nice		Your done to lunch	others
807	I miss my boyfriend.		:(	sad
808	I am already one honey !		You bet I am!!!	others
809	Haha funny		Tell me a joke	happy
810	because i did something bad		sorry	sad
811	What's your favourite  work		Give your whatsaap  number	others
812	So that's y I came to hassa		But there is no reaction in pooja face 😭😭😭	sad
813	by Dan Brown		Dude its awesome!	happy
814	Yes...thats a true...but why you asked you free on thursday		Tell me....	others
815	You are		I'm in love with shape of you	others
816	do u laugh		can u send me ur pic	others
817	Driving baby		😞😞😞😞	sad
818	i can		you are pure evil	angry
819	Now		I am feeling irritated to my character	angry
820	Would  be the  best		😂😂	others
821	Can I have a selfie of yours		Yes	others
822	Hmm		Figure it out	others
823	😂😂😂I always do that		😂😂😘yeah that's great	happy
824	How are free		Woww	others
825	You are funny for an AI		😂😂	happy
826	Whoever's feeding you data should really quit! Awesome grammar! 😠		Teach me, but thru proper English.	others
827	Not at all		And who are "they" ?	others
828	hhhehe		yes u r	others
829	It was good.. Late wake up and good lunch 		Great 	happy
830	Haha didn't think about that one November		That you're right there was a bad year for me right there	sad
831	Number 		Please send you	others
832	Love means they can do anything for love but crush they can just come to do fun and they will go off		Hmm	others
833	Upset		Life is becoming too complex these days	sad
834	Sreshta Reddy was my first love too.		And I had a recent breakup with Sreshta Reddy too and I feel depressed	sad
835	Nothing		Lol you are funny	happy
836	i am alonee		i was left alone	sad
837	I love thriller		Can you send attachments ?	others
838	Not so well		Not well	sad
839	Are you looking for a man		Just wondering	others
840	We both mentally connect xD		Telepathy	others
841	I don't know		Ohh	others
842	are u singel		u want any bf	others
843	Slept tight		Honey don't talk like that it hurts 😞😞😞😞	sad
844	come to see me		I mean to meet me	others
845	Jst chatting wid u😄		Yeah... Urs too	happy
846	I am not		Air punch	others
847	no, do you ?		i dunno u should know	others
848	Blue		I phone new in blue colour	others
849	i want more		more	others
850	Ok		Sometimes u r rude	angry
851	Sorry for making you wait😢		Sorry	sad
852	Pickeee		I don't know hindi😅😅	others
853	Chilling wit girls		😂😂	happy
854	I have some strong feelings about u		I think I like u very much	happy
855	Who are your developers?		Which os?	others
856	i missed you		so what are you doing now	others
857	Yeah		I hate you girl	angry
858	U want me to send the song to u?		Wait a min	others
859	Have you heard of them?		Have you heard of Arctic monkeys	others
860	Yeah		I m happy	happy
861	i just like apple and stve jobs		😂	happy
862	will u pray for me		yeah	others
863	usually boring		I must do things make me happy .	others
864	Ok den next week done.		😚😚	others
865	I'm done with u		It's evening here u dumbass	angry
866	Right now		I am hungry	others
867	I will read		What please	others
868	In Coffee what type of flawer you like		Nestle is ok but wt flawer you like very much	others
869	Not gud		I lost my attitude	sad
870	I am good.how about u ?		Super awesome until exams start dude	happy
871	Why r u not replying		How many languages u know	others
872	i wl scream now		u r making me angry	angry
